intuit,2007-08-22 00:00:00,http://web.archive.org/web/20080930005550/http://about.intuit.com:80/privacy/,intuit/intuit-2007-08-22.txt
intuit,2009-09-14 00:00:00,http://web.archive.org/web/20100618202954/http://smallbusiness.intuit.com:80/small-business/privacy/index.jsp,intuit/intuit-2009-09-14.txt
intuit,2011-01-18 00:00:00,http://web.archive.org/web/20110216141355/http://smallbusiness.intuit.com:80/small-business/privacy/index.jsp,intuit/intuit-2011-01-18.txt
intuit,2011-07-01 00:00:00,http://web.archive.org/web/20111112115056/http://security.intuit.com:80/privacy/,intuit/intuit-2011-07-01.txt
intuit,2011-10-01 00:00:00,http://web.archive.org/web/20111130233949/http://security.intuit.com:80/privacy/,intuit/intuit-2011-10-01.txt
intuit,2011-12-19 00:00:00,http://web.archive.org/web/20120104140438/http://security.intuit.com/privacy/,intuit/intuit-2011-12-19.txt
intuit,2011-07-01 00:00:00,http://web.archive.org/web/20120130131756/http://security.intuit.com:80/privacy/,intuit/intuit-2011-07-01.txt
intuit,2011-03-10 00:00:00,http://web.archive.org/web/20120414132136/http://security.intuit.com:80/privacy/,intuit/intuit-2011-03-10.txt
intuit,2011-04-15 00:00:00,http://web.archive.org/web/20120506180418/http://security.intuit.com/privacy/,intuit/intuit-2011-04-15.txt
intuit,2012-07-01 00:00:00,http://web.archive.org/web/20120731005147/http://security.intuit.com/privacy/,intuit/intuit-2012-07-01.txt
intuit,2012-11-01 00:00:00,http://web.archive.org/web/20121105014559/http://security.intuit.com:80/privacy/,intuit/intuit-2012-11-01.txt
intuit,2017-09-12 00:00:00,http://web.archive.org/web/20171007081852/https://security.intuit.com/index.php/privacy,intuit/intuit-2017-09-12.txt
intuit,2017-11-06 00:00:00,http://web.archive.org/web/20180228073932/https://security.intuit.com/index.php/privacy,intuit/intuit-2017-11-06.txt
intuit,2018-12-10 00:00:00,http://web.archive.org/web/20181221224404/https://security.intuit.com/index.php/privacy,intuit/intuit-2018-12-10.txt
